,ID_2020,ëIéËñº_2020,îN_2020,É`Å[ÉÄ_2020,ééçá_2020,ë≈ê»_2020,ë≈êî_2020,ìæì__2020,à¿ë≈_2020,ìÒó€ë≈_2020,éOó€ë≈_2020,ñ{ó€ë≈_2020,ó€ë≈_2020,ë≈ì__2020,ìêó€_2020,ìêó€éh_2020,ã]ë≈_2020,ã]îÚ_2020,élãÖ_2020,éÄãÖ_2020,éOêU_2020,ïπéEë≈_2020,ë≈ó¶_2020,í∑ë≈ó¶_2020,èoó€ó¶_2020,íPë≈_2020,wOBAï™éq_2020,wOBAï™ïÍ_2020,wOBA_2020,ÉäÅ[ÉO_2020,ÉäÅ[ÉOwOBA_2020,ë≈åÇìæì__2020,ÉäÅ[ÉOééçá_2020,ÉäÅ[ÉOë≈ê»_2020,ÉäÅ[ÉOìæì__2020,wRC_2020,ID_2019,ëIéËñº_2019,îN_2019,É`Å[ÉÄ_2019,ééçá_2019,ë≈ê»_2019,ë≈êî_2019,ìæì__2019,à¿ë≈_2019,ìÒó€ë≈_2019,éOó€ë≈_2019,ñ{ó€ë≈_2019,ó€ë≈_2019,ë≈ì__2019,ìêó€_2019,ìêó€éh_2019,ã]ë≈_2019,ã]îÚ_2019,élãÖ_2019,éÄãÖ_2019,éOêU_2019,ïπéEë≈_2019,ë≈ó¶_2019,í∑ë≈ó¶_2019,èoó€ó¶_2019,íPë≈_2019,wOBAï™éq_2019,wOBAï™ïÍ_2019,wOBA_2019,ÉäÅ[ÉO_2019,ÉäÅ[ÉOwOBA_2019,ë≈åÇìæì__2019,ÉäÅ[ÉOééçá_2019,ÉäÅ[ÉOë≈ê»_2019,ÉäÅ[ÉOìæì__2019,wRC_2019,ë≈ê»î‰ó¶,p_ë≈ê»_2019,p_ë≈êî_2019,p_ìæì__2019,p_à¿ë≈_2019,p_ìÒó€ë≈_2019,p_éOó€ë≈_2019,p_ñ{ó€ë≈_2019,p_ó€ë≈_2019,p_ë≈ì__2019,p_ìêó€_2019,p_ìêó€éh_2019,p_ã]ë≈_2019,p_ã]îÚ_2019,p_élãÖ_2019,p_éÄãÖ_2019,p_éOêU_2019,p_ïπéEë≈_2019,p_íPë≈_2019,p_wOBAï™éq_2019,p_wOBAï™ïÍ_2019,p_wOBA_2019,p_ë≈åÇìæì__2019,p_wRC_2019,êLÇ—
250,51555135,äòå≥Å@çã,2020,ïüâ™É\ÉtÉgÉoÉìÉN,32,29,26,5,5,0,0,0,5,2,3,0,0,0,3,0,10,1,0.192,0.192,0.276,5,6.6,29,0.2275862068965517,Ép,0.31533049922877243,-2.3398477955258863,720,27080,2963,0.8332319681373339,51555135.0,äòå≥Å@çã,2019.0,ïüâ™É\ÉtÉgÉoÉìÉN,86.0,189.0,173.0,18.0,38.0,2.0,1.0,4.0,54.0,11.0,11.0,1.0,4.0,0.0,12.0,0.0,56.0,2.0,0.22,0.312,0.27,31.0,48.5,185.0,0.26216216216216215,Ép,0.31988897159161395,-9.669240579433177,858.0,32792.0,3698.0,11.644555468383361,0.15343915343915343,29.0,26.544973544973544,2.761904761904762,5.830687830687831,0.30687830687830686,0.15343915343915343,0.6137566137566137,8.285714285714285,1.6878306878306877,1.6878306878306877,0.15343915343915343,0.6137566137566137,0.0,1.8412698412698412,0.0,8.592592592592592,0.30687830687830686,4.756613756613756,7.441798941798941,28.386243386243386,0.26216216216216215,-1.483640088907736,1.7867307332440083,-0.9534987651066744
305,81385130,ëæìcÅ@å´å·,2020,ìåãûÉÑÉNÉãÉg,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0,0.0,4,0.0,ÉZ,0.3185745868775059,-1.0619152895916864,720,27093,2962,-0.62460675971312,81385130.0,ëæìcÅ@å´å·,2019.0,ìåãûÉÑÉNÉãÉg,90.0,337.0,303.0,36.0,76.0,13.0,1.0,3.0,100.0,27.0,0.0,0.0,8.0,1.0,23.0,2.0,78.0,5.0,0.251,0.33,0.307,59.0,95.1,329.0,0.2890577507598784,ÉZ,0.31900344388942325,-9.058572171687324,858.0,32803.0,3607.0,27.997764139015963,0.011869436201780416,4.0,3.596439169139466,0.42729970326409494,0.9020771513353116,0.1543026706231454,0.011869436201780416,0.03560830860534125,1.1869436201780417,0.32047477744807124,0.0,0.0,0.09495548961424333,0.011869436201780416,0.27299703264094954,0.02373887240356083,0.9258160237388724,0.05934718100890208,0.7002967359050446,1.1287833827893177,3.905044510385757,0.28905775075987844,-0.10752014447106595,0.3323176752405458,-0.9569244349536657
241,1305118,è„ñ{Å@îéãI,2020,ç„Å@ê_,25,51,41,2,7,3,0,0,10,4,2,2,5,1,4,0,11,2,0.171,0.244,0.239,4,10.3,46,0.22391304347826088,ÉZ,0.3185745868775059,-4.417538691964768,720,27093,2962,1.1581450639869546,1305118.0,è„ñ{Å@îéãI,2019.0,ç„Å@ê_,62.0,119.0,104.0,10.0,20.0,4.0,0.0,1.0,27.0,6.0,5.0,0.0,3.0,1.0,11.0,0.0,37.0,1.0,0.192,0.26,0.267,15.0,28.4,116.0,0.24482758620689654,ÉZ,0.31900344388942325,-8.0975311303425,858.0,32803.0,3607.0,4.98764400607795,0.42857142857142855,51.0,44.57142857142857,4.285714285714286,8.571428571428571,1.7142857142857142,0.0,0.42857142857142855,11.571428571428571,2.571428571428571,2.142857142857143,0.0,1.2857142857142856,0.42857142857142855,4.714285714285714,0.0,15.857142857142856,0.42857142857142855,6.428571428571428,12.17142857142857,49.714285714285715,0.24482758620689654,-3.4703704844325,2.13756171689055,-0.9794166529035953
166,81185116,à…ì°Å@åı,2020,â°ïlDeNA,30,63,51,5,11,3,1,0,16,6,0,0,1,0,10,1,15,2,0.21600000000000003,0.314,0.355,7,19.5,62,0.31451612903225806,ÉZ,0.3185745868775059,-0.2502715671236163,720,27093,2962,6.637337778463805,81185116.0,à…ì°Å@åı,2019.0,â°ïlDeNA,84.0,301.0,256.0,30.0,65.0,8.0,0.0,8.0,97.0,27.0,5.0,5.0,3.0,2.0,37.0,3.0,45.0,4.0,0.254,0.379,0.35200000000000004,49.0,98.5,298.0,0.33053691275167785,ÉZ,0.31900344388942325,3.2966498497944374,858.0,32803.0,3607.0,36.39444578309322,0.20930232558139536,63.0,53.58139534883721,6.279069767441861,13.604651162790699,1.6744186046511629,0.0,1.6744186046511629,20.30232558139535,5.651162790697675,1.0465116279069768,1.0465116279069768,0.627906976744186,0.4186046511627907,7.744186046511628,0.627906976744186,9.418604651162791,0.8372093023255814,10.255813953488374,20.616279069767444,62.372093023255815,0.3305369127516779,0.6899964801895367,7.617442140647421,-0.9801043621836163
314,51355115,êŒå¥Å@åcçK,2020,çLìáìåóm,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,5,0.0,ÉZ,0.3185745868775059,-1.327394111989608,720,27093,2962,-0.7807584496414,51355115.0,êŒå¥Å@åcçK,2019.0,çLìáìåóm,31.0,67.0,56.0,3.0,11.0,2.0,0.0,1.0,16.0,5.0,0.0,0.0,5.0,1.0,5.0,0.0,18.0,1.0,0.196,0.28600000000000003,0.258,8.0,15.299999999999999,62.0,0.2467741935483871,ÉZ,0.31900344388942325,-4.3939460624130335,858.0,32803.0,3607.0,2.973337417756463,0.07462686567164178,5.0,4.17910447761194,0.22388059701492535,0.8208955223880596,0.14925373134328357,0.0,0.07462686567164178,1.1940298507462686,0.3731343283582089,0.0,0.0,0.3731343283582089,0.07462686567164178,0.3731343283582089,0.0,1.3432835820895521,0.07462686567164178,0.5970149253731343,1.1417910447761193,4.62686567164179,0.24677419354838714,-0.32790642256813657,0.2218908520713781,-1.002649301712778
310,81185139,êŒêÏÅ@ó∫,2020,ñkäCìπì˙ñ{ÉnÉÄ,17,22,21,0,3,1,0,0,4,1,0,0,1,0,0,0,8,0,0.14300000000000002,0.19,0.14300000000000002,2,3.1,21,0.14761904761904762,Ép,0.31533049922877243,-3.0747099461782885,720,27080,2963,-0.6675459875372249,81185139.0,êŒêÏÅ@ó∫,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,46.0,86.0,75.0,3.0,15.0,3.0,0.0,0.0,18.0,3.0,0.0,0.0,9.0,0.0,2.0,0.0,29.0,2.0,0.2,0.24,0.221,12.0,16.1,77.0,0.2090909090909091,Ép,0.31988897159161395,-8.125191250051689,858.0,32792.0,3698.0,1.573149808743139,0.2558139534883721,22.0,19.186046511627907,0.7674418604651163,3.8372093023255816,0.7674418604651163,0.0,0.0,4.604651162790698,0.7674418604651163,0.0,0.0,2.302325581395349,0.0,0.5116279069767442,0.0,7.418604651162791,0.5116279069767442,3.0697674418604652,4.118604651162791,19.697674418604652,0.20909090909090908,-2.078537296524851,0.402433672004058,-1.069979659541283
307,1205130,åÀêÏÅ@ëÂï„,2020,çÈã êºïê,4,9,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.111,0.111,0.111,1,0.9,9,0.1,Ép,0.31533049922877243,-1.6149787442157932,720,27080,2963,-0.6302298520444491,1205130.0,åÀêÏÅ@ëÂï„,2019.0,çÈã êºïê,10.0,25.0,23.0,3.0,4.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.174,0.348,0.24,2.0,6.5,25.0,0.26,Ép,0.31988897159161395,-1.3475018608113136,858.0,32792.0,3698.0,1.4717833306988108,0.36,9.0,8.28,1.08,1.44,0.36,0.0,0.36,2.88,0.36,0.0,0.36,0.0,0.0,0.72,0.0,1.44,0.0,0.7200000000000001,2.34,9.0,0.26,-0.4851006698920729,0.5298419990515718,-1.160071851096021
327,11815132,ñxì‡Å@å™åﬁ,2020,ìåñkäyìV,10,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0.0,0.0,0.0,0,0.0,7,0.0,Ép,0.31533049922877243,-2.102203328191816,720,27080,2963,-1.2268709795950659,11815132.0,ñxì‡Å@å™åﬁ,2019.0,ìåñkäyìV,65.0,140.0,122.0,6.0,19.0,2.0,2.0,0.0,25.0,13.0,0.0,0.0,11.0,0.0,5.0,2.0,41.0,2.0,0.156,0.205,0.20199999999999999,15.0,24.2,129.0,0.18759689922480619,Ép,0.31988897159161395,-16.20577886493395,858.0,32792.0,3698.0,-0.4177817924772551,0.05714285714285714,8.0,6.9714285714285715,0.34285714285714286,1.0857142857142856,0.11428571428571428,0.11428571428571428,0.0,1.4285714285714286,0.7428571428571429,0.0,0.0,0.6285714285714286,0.0,0.2857142857142857,0.11428571428571428,2.342857142857143,0.11428571428571428,0.857142857142857,1.3828571428571428,7.371428571428571,0.1875968992248062,-0.9260445065676542,-0.02387324528441448,-1.2029977343106513
152,21025116,íÜà‰Å@ëÂâÓ,2020,â°ïlDeNA,69,105,100,12,25,3,1,2,36,4,1,0,1,0,3,1,23,1,0.25,0.36,0.27899999999999997,19,29.400000000000006,104,0.28269230769230774,ÉZ,0.3185745868775059,-3.259307025988832,720,27093,2962,8.220041883323537,21025116.0,íÜà‰Å@ëÂâÓ,2019.0,â°ïlDeNA,79.0,183.0,161.0,24.0,40.0,4.0,0.0,3.0,53.0,7.0,2.0,1.0,3.0,1.0,18.0,0.0,34.0,9.0,0.248,0.32899999999999996,0.322,33.0,53.5,180.0,0.2972222222222222,ÉZ,0.31900344388942325,-3.6665056473121744,858.0,32803.0,3607.0,16.456074604494063,0.5737704918032787,105.0,92.37704918032786,13.770491803278688,22.950819672131146,2.2950819672131146,0.0,1.721311475409836,30.40983606557377,4.016393442622951,1.1475409836065573,0.5737704918032787,1.721311475409836,0.5737704918032787,10.327868852459016,0.0,19.508196721311474,5.163934426229508,18.934426229508198,30.696721311475407,103.27868852459015,0.2972222222222222,-2.1037327484578046,9.442010018972002,-1.2219681356484653
308,81185112,à‰ñÏÅ@ëÏ,2020,ìåãûÉÑÉNÉãÉg,32,22,19,1,2,0,1,0,4,4,0,0,2,0,1,0,6,1,0.105,0.21100000000000002,0.15,1,3.2,20,0.16,ÉZ,0.3185745868775059,-3.03934624848553,720,27093,2962,-0.6341493341534146,81185112.0,à‰ñÏÅ@ëÏ,2019.0,ìåãûÉÑÉNÉãÉg,7.0,11.0,10.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.2,0.3,0.2,1.0,2.2,10.0,0.22000000000000003,ÉZ,0.31900344388942325,-0.9075315689863797,858.0,32803.0,3607.0,0.3020224352205527,2.0,22.0,20.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,2.0,4.4,20.0,0.22000000000000003,-1.8150631379727593,0.6040448704411054,-1.23819420459452
317,71875133,éRâ∫Å@î„è–,2020,ìåñkäyìV,8,8,7,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0.0,0.0,0.125,0,0.7,8,0.0875,Ép,0.31533049922877243,-1.7087287442157932,720,27080,2963,-0.8333963956190429,71875133.0,éRâ∫Å@î„è–,2019.0,ìåñkäyìV,31.0,66.0,60.0,8.0,11.0,1.0,0.0,3.0,21.0,5.0,0.0,0.0,3.0,0.0,1.0,2.0,13.0,0.0,0.183,0.35,0.222,7.0,15.7,63.0,0.24920634920634918,Ép,0.31988897159161395,-4.064250787152725,858.0,32792.0,3698.0,3.3786621184340033,0.12121212121212122,8.0,7.272727272727273,0.9696969696969697,1.3333333333333335,0.12121212121212122,0.0,0.36363636363636365,2.5454545454545454,0.6060606060606061,0.0,0.0,0.36363636363636365,0.0,0.12121212121212122,0.24242424242424243,1.5757575757575757,0.0,0.8484848484848487,1.9030303030303035,7.636363636363637,0.24920634920634926,-0.4926364590488144,0.40953480223442534,-1.2429311978534683
321,1705138,è¨âÄÅ@äCìl,2020,çLìáìåóm,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,6,0.0,ÉZ,0.3185745868775059,-1.5928729343875296,720,27093,2962,-0.93691013956968,1705138.0,è¨âÄÅ@äCìl,2019.0,çLìáìåóm,58.0,197.0,188.0,17.0,40.0,9.0,0.0,4.0,61.0,16.0,1.0,0.0,2.0,0.0,6.0,1.0,42.0,1.0,0.213,0.324,0.24100000000000002,27.0,48.9,195.0,0.25076923076923074,ÉZ,0.31900344388942325,-11.599816230432728,858.0,32803.0,3607.0,10.062196390364152,0.030456852791878174,6.0,5.725888324873097,0.5177664974619289,1.218274111675127,0.27411167512690354,0.0,0.1218274111675127,1.8578680203045685,0.4873096446700508,0.030456852791878174,0.0,0.06091370558375635,0.0,0.18274111675126903,0.030456852791878174,1.2791878172588833,0.030456852791878174,0.8223350253807108,1.489340101522843,5.939086294416244,0.2507692307692308,-0.3532938953431285,0.3064628342242891,-1.243372973793969
336,31735112,êÏí[Å@êTå·,2020,ìåãûÉÑÉNÉãÉg,39,42,39,3,5,0,0,0,5,2,0,0,0,0,3,0,4,1,0.128,0.128,0.19,5,6.6,42,0.15714285714285714,ÉZ,0.3185745868775059,-6.0536898650493285,720,27093,2962,-1.4619503013243804,31735112.0,êÏí[Å@êTå·,2019.0,ìåãûÉÑÉNÉãÉg,37.0,67.0,61.0,5.0,10.0,1.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,5.0,0.0,8.0,2.0,0.16399999999999998,0.18,0.22399999999999998,9.0,12.9,67.0,0.19253731343283584,ÉZ,0.31900344388942325,-7.693356269442401,858.0,32803.0,3607.0,-0.32607278927290473,0.6268656716417911,42.0,38.23880597014926,3.1343283582089554,6.268656716417911,0.6268656716417911,0.0,0.0,6.895522388059701,4.388059701492537,0.0,0.0,0.0,0.6268656716417911,3.1343283582089554,0.0,5.014925373134329,1.2537313432835822,5.64179104477612,8.086567164179105,42.0,0.1925373134328358,-4.822700945023596,-0.20440383805167261,-1.2575464632727078
334,21525130,çÅåéÅ@àÍñÁ,2020,ì«Å@îÑ,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,0.0,9,0.0,ÉZ,0.3185745868775059,-2.3893094015812943,720,27093,2962,-1.4053652093545197,21525130.0,çÅåéÅ@àÍñÁ,2019.0,êÁótÉçÉbÉe,26.0,33.0,33.0,3.0,5.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.152,0.242,0.152,4.0,5.6,33.0,0.16969696969696968,Ép,0.31988897159161395,-4.130280052102718,858.0,32792.0,3698.0,-0.40882359930935364,0.2727272727272727,9.0,9.0,0.8181818181818181,1.3636363636363635,0.0,0.0,0.2727272727272727,2.1818181818181817,0.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,2.454545454545454,0.0,1.0909090909090908,1.5272727272727273,9.0,0.1696969696969697,-1.1264400142098319,-0.11149734526618715,-1.2938678640883325
335,21525130,çÅåéÅ@àÍñÁ,2020,ì«Å@îÑ,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,0.0,9,0.0,ÉZ,0.3185745868775059,-2.3893094015812943,720,27093,2962,-1.4053652093545197,21525130.0,çÅåéÅ@àÍñÁ,2019.0,êÁótÉçÉbÉe,26.0,33.0,33.0,3.0,5.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.152,0.242,0.152,4.0,5.6,33.0,0.16969696969696968,Ép,0.31988897159161395,-4.130280052102718,858.0,32792.0,3698.0,-0.40882359930935364,0.2727272727272727,9.0,9.0,0.8181818181818181,1.3636363636363635,0.0,0.0,0.2727272727272727,2.1818181818181817,0.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,2.454545454545454,0.0,1.0909090909090908,1.5272727272727273,9.0,0.1696969696969697,-1.1264400142098319,-0.11149734526618715,-1.2938678640883325
332,21525130,çÅåéÅ@àÍñÁ,2020,ì«Å@îÑ,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,0.0,9,0.0,ÉZ,0.3185745868775059,-2.3893094015812943,720,27093,2962,-1.4053652093545197,21525130.0,çÅåéÅ@àÍñÁ,2019.0,êÁótÉçÉbÉe,26.0,33.0,33.0,3.0,5.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.152,0.242,0.152,4.0,5.6,33.0,0.16969696969696968,Ép,0.31988897159161395,-4.130280052102718,858.0,32792.0,3698.0,-0.40882359930935364,0.2727272727272727,9.0,9.0,0.8181818181818181,1.3636363636363635,0.0,0.0,0.2727272727272727,2.1818181818181817,0.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,2.454545454545454,0.0,1.0909090909090908,1.5272727272727273,9.0,0.1696969696969697,-1.1264400142098319,-0.11149734526618715,-1.2938678640883325
333,21525130,çÅåéÅ@àÍñÁ,2020,ì«Å@îÑ,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,0.0,9,0.0,ÉZ,0.3185745868775059,-2.3893094015812943,720,27093,2962,-1.4053652093545197,21525130.0,çÅåéÅ@àÍñÁ,2019.0,êÁótÉçÉbÉe,26.0,33.0,33.0,3.0,5.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.152,0.242,0.152,4.0,5.6,33.0,0.16969696969696968,Ép,0.31988897159161395,-4.130280052102718,858.0,32792.0,3698.0,-0.40882359930935364,0.2727272727272727,9.0,9.0,0.8181818181818181,1.3636363636363635,0.0,0.0,0.2727272727272727,2.1818181818181817,0.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,2.454545454545454,0.0,1.0909090909090908,1.5272727272727273,9.0,0.1696969696969697,-1.1264400142098319,-0.11149734526618715,-1.2938678640883325
282,91795135,è¨ìáÅ@„˘ïΩ,2020,ÉIÉäÉbÉNÉX,13,20,20,1,3,2,0,0,5,0,0,0,0,0,0,0,9,1,0.15,0.25,0.15,1,3.5,20,0.175,Ép,0.31533049922877243,-2.338841653812874,720,27080,2963,-0.15051078232099835,91795135.0,è¨ìáÅ@„˘ïΩ,2019.0,ÉIÉäÉbÉNÉX,103.0,266.0,246.0,23.0,54.0,9.0,0.0,4.0,75.0,18.0,7.0,4.0,3.0,1.0,16.0,0.0,49.0,2.0,0.22,0.305,0.266,41.0,67.8,263.0,0.25779467680608364,Ép,0.31988897159161395,-14.64390452025423,858.0,32792.0,3698.0,15.353289917413493,0.07518796992481203,20.0,18.496240601503757,1.7293233082706765,4.060150375939849,0.6766917293233082,0.0,0.3007518796992481,5.639097744360902,1.3533834586466165,0.5263157894736842,0.3007518796992481,0.22556390977443608,0.07518796992481203,1.2030075187969924,0.0,3.6842105263157894,0.15037593984962405,3.0827067669172927,5.097744360902255,19.774436090225564,0.25779467680608364,-1.101045452650694,1.1543827005574052,-1.3048934828784036
217,91795137,â∫êÖó¨Å@çV,2020,ìåñkäyìV,20,35,32,1,6,0,1,1,11,5,0,0,0,0,2,1,11,0,0.188,0.344,0.257,4,9.299999999999999,35,0.2657142857142857,Ép,0.31533049922877243,-1.5711800946254137,720,27080,2963,2.258398930485369,91795137.0,â∫êÖó¨Å@çV,2019.0,ìåñkäyìV,50.0,101.0,88.0,12.0,22.0,2.0,0.0,2.0,30.0,6.0,0.0,1.0,2.0,0.0,10.0,1.0,28.0,1.0,0.25,0.341,0.33299999999999996,18.0,30.5,99.0,0.30808080808080807,Ép,0.31988897159161395,-1.1020952610085488,858.0,32792.0,3698.0,10.287816912692353,0.3465346534653465,35.0,30.495049504950494,4.158415841584159,7.623762376237623,0.693069306930693,0.0,0.693069306930693,10.396039603960395,2.0792079207920793,0.0,0.3465346534653465,0.693069306930693,0.0,3.465346534653465,0.3465346534653465,9.702970297029703,0.3465346534653465,6.237623762376238,10.569306930693068,34.306930693069305,0.30808080808080807,-0.38191419935939813,3.565085068754776,-1.306686138269407
131,1605132,ïΩè¿Å@„ƒëæ,2020,ñkäCìπì˙ñ{ÉnÉÄ,52,180,158,18,36,6,2,0,46,6,1,2,6,0,12,4,24,5,0.228,0.29100000000000004,0.299,28,47.400000000000006,174,0.2724137931034483,Ép,0.31533049922877243,-7.0097286671362715,720,27080,2963,12.685249176290611,1605132.0,ïΩè¿Å@„ƒëæ,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,73.0,184.0,165.0,20.0,39.0,9.0,2.0,1.0,55.0,16.0,2.0,1.0,5.0,1.0,10.0,3.0,26.0,3.0,0.23600000000000002,0.33299999999999996,0.29100000000000004,27.0,50.300000000000004,179.0,0.2810055865921788,Ép,0.31988897159161395,-6.415758524906803,858.0,32792.0,3698.0,14.33418048460771,0.9782608695652174,180.0,161.41304347826087,19.565217391304348,38.15217391304348,8.804347826086957,1.9565217391304348,0.9782608695652174,53.80434782608696,15.652173913043478,1.9565217391304348,0.9782608695652174,4.891304347826087,0.9782608695652174,9.782608695652174,2.9347826086956523,25.434782608695652,2.9347826086956523,26.413043478260867,49.20652173913044,175.10869565217394,0.2810055865921787,-6.276285513495795,14.0225678653771,-1.337318689086489
298,21725133,åFë„Å@êπêl,2020,çÈã êºïê,38,11,10,2,1,0,0,0,1,0,2,0,0,0,1,0,3,0,0.1,0.1,0.182,1,1.6,11,0.14545454545454548,Ép,0.31533049922877243,-1.6987595377422697,720,27080,2963,-0.49517755842173794,21725133.0,åFë„Å@êπêl,2019.0,çÈã êºïê,33.0,17.0,15.0,5.0,4.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.267,0.33299999999999996,0.313,3.0,4.7,16.0,0.29375,Ép,0.31988897159161395,-0.39208457387420903,858.0,32792.0,3698.0,1.5250293563526753,0.6470588235294118,11.0,9.705882352941178,3.235294117647059,2.588235294117647,0.6470588235294118,0.0,0.0,3.235294117647059,0.0,1.2941176470588236,0.6470588235294118,0.6470588235294118,0.0,0.6470588235294118,0.0,3.235294117647059,0.0,1.9411764705882355,3.0411764705882356,10.352941176470589,0.29375,-0.25370178309507646,0.9867837011693781,-1.481961259591116
130,41245132,åÀíåÅ@ã±çF,2020,â°ïlDeNA,96,276,259,21,55,8,1,5,80,23,0,2,5,1,11,0,53,8,0.212,0.309,0.244,41,66.6,271,0.24575645756457562,ÉZ,0.3185745868775059,-17.476351035103267,720,27093,2962,12.69793752651782,41245132.0,åÀíåÅ@ã±çF,2019.0,â°ïlDeNA,45.0,111.0,100.0,6.0,20.0,4.0,2.0,1.0,31.0,6.0,0.0,0.0,2.0,1.0,7.0,1.0,22.0,2.0,0.2,0.31,0.257,13.0,27.7,109.0,0.25412844036697246,ÉZ,0.31900344388942325,-6.487500352245079,858.0,32803.0,3607.0,5.717999144752146,2.4864864864864864,276.0,248.64864864864865,14.91891891891892,49.729729729729726,9.945945945945946,4.972972972972973,2.4864864864864864,77.08108108108108,14.91891891891892,0.0,0.0,4.972972972972973,2.4864864864864864,17.405405405405403,2.4864864864864864,54.7027027027027,4.972972972972973,32.32432432432432,68.87567567567567,271.02702702702703,0.25412844036697246,-16.131081956933713,14.217727603167496,-1.5197900766496772
98,83385139,ÉÅÉqÉA,2020,çÈã êºïê,74,260,237,20,49,13,1,11,97,33,0,0,0,1,20,2,82,5,0.207,0.409,0.273,24,77.5,260,0.2980769230769231,Ép,0.31533049922877243,-4.06896837581114,720,27080,2963,24.379332953583244,83385139.0,ÉÅÉqÉA,2019.0,çÈã êºïê,75.0,147.0,128.0,13.0,27.0,9.0,0.0,6.0,54.0,31.0,0.0,0.0,0.0,4.0,15.0,0.0,46.0,2.0,0.21100000000000002,0.42200000000000004,0.28600000000000003,12.0,45.0,147.0,0.30612244897959184,Ép,0.31988897159161395,-1.9043689613297243,858.0,32792.0,3698.0,14.673027964749805,1.7687074829931972,260.0,226.39455782312925,22.993197278911563,47.755102040816325,15.918367346938775,0.0,10.612244897959183,95.51020408163265,54.82993197278911,0.0,0.0,0.0,7.074829931972789,26.53061224489796,0.0,81.36054421768708,3.5374149659863945,21.22448979591837,79.59183673469389,260.0,0.30612244897959184,-3.3682716322838657,25.95229435942143,-1.5729614058381856
74,3105130,ÉEÉBÅ[ÉâÅ[,2020,ì«Å@îÑ,98,288,263,26,65,9,0,12,110,36,3,3,0,1,22,2,47,6,0.247,0.418,0.309,44,92.1,288,0.31979166666666664,ÉZ,0.3185745868775059,0.3174549783394281,720,27093,2962,31.803669129596212,3105130.0,ÉEÉBÅ[ÉâÅ[,2019.0,ìåñkäyìV,117.0,472.0,411.0,53.0,100.0,15.0,0.0,19.0,172.0,67.0,3.0,5.0,0.0,10.0,43.0,8.0,96.0,22.0,0.243,0.418,0.32,66.0,152.6,472.0,0.3233050847457627,Ép,0.31988897159161395,1.5173235926344022,858.0,32792.0,3698.0,54.74542800834555,0.6101694915254238,288.0,250.77966101694918,32.33898305084746,61.016949152542374,9.152542372881356,0.0,11.593220338983052,104.94915254237289,40.88135593220339,1.8305084745762712,3.050847457627119,0.0,6.101694915254238,26.23728813559322,4.88135593220339,58.57627118644068,13.423728813559324,40.271186440677965,93.11186440677966,288.00000000000006,0.32330508474576264,0.9258245649972474,33.40398997119388,-1.600320841597668
